Participant_ID,EffectiveDate,TerminationDate,UserId,User Status Description,CreatedDate,HireDate,Organization_ID,ParticipantStatusId,ParticpantStatusDescription,ERName,EmployerOrganizationID,ParticipantName,Participant Last Name,Participant First name,SSN,userStatusID,DOB,ReimbursementMethod,EmploymentStatus,EmploymentStatusID,No: of participants,DivisionName,Bankname,RoutingNo,AccountType,AccountNumber,UserBank_ID,ReimbursementMethod_ID,ByDivision
22661,3/23/2023 12:00:00 AM,,22675,Active,3/23/2023 11:16:14 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WILLIAMS,DARYN",WILLIAMS,DARYN,231656012,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22662,3/23/2023 12:00:00 AM,,22676,Active,3/23/2023 11:16:17 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WILLIAMS,LATEIA",WILLIAMS,LATEIA,227631539,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22663,3/23/2023 12:00:00 AM,,22677,Active,3/23/2023 11:16:20 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WIMBUSH,ASHLEY",WIMBUSH,ASHLEY,229432789,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22664,3/23/2023 12:00:00 AM,,22678,Active,3/23/2023 11:16:23 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WIMBUSH,TORSHEBA",WIMBUSH,TORSHEBA,229214204,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22665,3/23/2023 12:00:00 AM,,22679,Active,3/23/2023 11:16:27 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WOODS,REBECCA",WOODS,REBECCA,223730620,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22666,3/23/2023 12:00:00 AM,,22680,Active,3/23/2023 11:16:30 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WRIGHT,CHRYSTAL",WRIGHT,CHRYSTAL,230655472,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22667,3/23/2023 12:00:00 AM,,22681,Active,3/23/2023 11:16:34 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"ZELAYA,JENNIFER",ZELAYA,JENNIFER,093903188,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26545,12/12/2023 12:00:00 AM,2/13/2024 12:00:00 AM,28162,Active,2/15/2024 9:15:34 AM,9/12/2023 12:00:00 AM,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Ely,Kristen",Ely,Kristen,289941677,1,,N/A,Terminated,9,1,N/A,,,,,,,False
26628,5/6/2023 12:00:00 AM,7/12/2023 12:00:00 AM,28279,Inactive,2/22/2024 12:27:43 PM,2/6/2023 12:00:00 AM,1270,2,Active - Part Time,McElroy Packaging Inc,1270,"White,Justin",White,Justin,235377777,2,,N/A,Terminated,9,1,N/A,,,,,,,False
26686,3/1/2024 12:00:00 AM,,28358,Active,3/1/2024 7:03:19 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"BICKEL,TREVOR",BICKEL,TREVOR,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26687,3/1/2024 12:00:00 AM,2/18/2026 12:00:00 AM,28359,Active,3/1/2024 7:03:20 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"CALAI,JEREMY",CALAI,JEREMY,,1,,N/A,Terminated,9,1,N/A,,,,,,,False
26688,3/1/2024 12:00:00 AM,,28360,Active,3/1/2024 7:03:20 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"CLARK JR.,GLEN",CLARK JR.,GLEN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26689,3/1/2024 12:00:00 AM,,28361,Inactive,3/1/2024 7:03:21 AM,,1264,2,Active - Part Time,Lakeside Creamery Co.,1264,"DAHL,WILLIAM",DAHL,WILLIAM,,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26690,3/1/2024 12:00:00 AM,,28362,Active,3/1/2024 7:03:21 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"DEWITT,MICHAEL",DEWITT,MICHAEL,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26691,3/1/2024 12:00:00 AM,,28363,Inactive,3/1/2024 7:03:22 AM,,1264,2,Active - Part Time,Lakeside Creamery Co.,1264,"EDWARDS,RODNEY",EDWARDS,RODNEY,,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26692,3/1/2024 12:00:00 AM,8/7/2025 12:00:00 AM,28364,Active,3/1/2024 7:03:22 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"FELDER,PIUS",FELDER,PIUS,,1,,N/A,Terminated,9,1,N/A,,,,,,,False
26693,3/1/2024 12:00:00 AM,,28365,Active,3/1/2024 7:03:23 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"GOUDY,DONALD",GOUDY,DONALD,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26694,3/1/2024 12:00:00 AM,,28366,Inactive,3/1/2024 7:03:23 AM,,1264,2,Active - Part Time,Lakeside Creamery Co.,1264,"HENNEY,OWEN",HENNEY,OWEN,,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26695,3/1/2024 12:00:00 AM,2/26/2026 12:00:00 AM,28367,Active,3/1/2024 7:03:24 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"KLINE,MIKAYLA",KLINE,MIKAYLA,,1,,N/A,Terminated,9,1,N/A,,,,,,,False
26696,3/1/2024 12:00:00 AM,,28368,Active,3/1/2024 7:03:24 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"KRAMER,JEFFREY",KRAMER,JEFFREY,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26697,3/1/2024 12:00:00 AM,,28369,Active,3/1/2024 7:03:25 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"MCFADDEN,JAY",MCFADDEN,JAY,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26698,3/1/2024 12:00:00 AM,,28370,Active,3/1/2024 7:03:25 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"MENUEZ,ROBYN",MENUEZ,ROBYN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26699,3/1/2024 12:00:00 AM,,28371,Active,3/1/2024 7:03:26 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"MILLER,DAVID",MILLER,DAVID,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26700,3/1/2024 12:00:00 AM,,28372,Inactive,3/1/2024 7:03:26 AM,,1264,2,Active - Part Time,Lakeside Creamery Co.,1264,"MILLER,NATHAN",MILLER,NATHAN,,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26701,3/1/2024 12:00:00 AM,,28373,Active,3/1/2024 7:03:26 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"MILLER,PAUL",MILLER,PAUL,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26702,3/1/2024 12:00:00 AM,,28374,Active,3/1/2024 7:03:27 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"MORR,DANIEL",MORR,DANIEL,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26703,3/1/2024 12:00:00 AM,,28375,Active,3/1/2024 7:03:27 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"OWENS,WILLIAM",OWENS,WILLIAM,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26704,3/1/2024 12:00:00 AM,,28376,Inactive,3/1/2024 7:03:28 AM,,1264,2,Active - Part Time,Lakeside Creamery Co.,1264,"PARKER,ALLAN",PARKER,ALLAN,,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26705,3/1/2024 12:00:00 AM,,28377,Active,3/1/2024 7:03:28 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"PATTERSON,DUSTIN",PATTERSON,DUSTIN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26706,3/1/2024 12:00:00 AM,,28378,Active,3/1/2024 7:03:28 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"PATTERSON,MICHAEL",PATTERSON,MICHAEL,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26707,3/1/2024 12:00:00 AM,,28379,Active,3/1/2024 7:03:29 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"RABER,IVAN",RABER,IVAN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26708,3/1/2024 12:00:00 AM,,28380,Active,3/1/2024 7:03:29 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"RAMSEYER,BRIAN",RAMSEYER,BRIAN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26709,3/1/2024 12:00:00 AM,,28381,Active,3/1/2024 7:03:30 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"RAMSEYER,ROBERT",RAMSEYER,ROBERT,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26710,3/1/2024 12:00:00 AM,,28382,Inactive,3/1/2024 7:03:30 AM,,1264,2,Active - Part Time,Lakeside Creamery Co.,1264,"RICHARDS,JASON",RICHARDS,JASON,,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26711,3/1/2024 12:00:00 AM,,28383,Active,3/1/2024 7:03:30 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"RICHARDS,JEREMY",RICHARDS,JEREMY,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26712,3/1/2024 12:00:00 AM,,28384,Active,3/1/2024 7:03:31 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"STONEBROOK,GARRY",STONEBROOK,GARRY,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26713,3/1/2024 12:00:00 AM,,28385,Inactive,3/1/2024 7:03:31 AM,,1264,2,Active - Part Time,Lakeside Creamery Co.,1264,"STRAITS,TAYLOR",STRAITS,TAYLOR,,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26714,3/1/2024 12:00:00 AM,,28386,Active,3/1/2024 7:03:32 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"WEAVER,LAURA",WEAVER,LAURA,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26715,3/1/2024 12:00:00 AM,,28387,Active,3/1/2024 7:03:32 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"WENGERD,TREY",WENGERD,TREY,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26716,3/1/2024 12:00:00 AM,,28388,Active,3/1/2024 7:03:33 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"YABROFF,MARC",YABROFF,MARC,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26717,3/1/2024 12:00:00 AM,,28389,Active,3/1/2024 7:03:33 AM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"YODER,MERVIN",YODER,MERVIN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
26718,3/1/2022 12:00:00 AM,,28390,Inactive,3/1/2024 7:05:02 AM,,1264,2,Active - Part Time,Lakeside Creamery Co.,1264,"JORG,JOHN",JORG,JOHN,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28079,12/16/2024 12:00:00 AM,12/16/2024 12:00:00 AM,30342,Inactive,12/16/2024 2:12:29 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Williams,Britney",Williams,Britney,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28098,12/20/2024 12:00:00 AM,12/19/2025 12:00:00 AM,30365,Active,12/20/2024 9:31:26 AM,,1155,1,Active - Full Time,Village of Brookfield,1155,"PETERSON,LUCY",PETERSON,LUCY,,1,,Check,Terminated,9,1,N/A,COMMUNITY FIRST CREDIT UNION,275982801,Checking,11837259,266,1,False
28098,12/20/2024 12:00:00 AM,12/19/2025 12:00:00 AM,30365,Active,12/20/2024 9:31:26 AM,,1155,1,Active - Full Time,Village of Brookfield,1155,"PETERSON,LUCY",PETERSON,LUCY,,1,,Check,Terminated,9,1,N/A,COMMUNITY FIRST CREDIT UNION,275982801,Checking,11837259,279,1,False
21097,1/1/2022 12:00:00 AM,,21111,Active,3/23/2023 10:44:31 AM,,442,1,Active - Full Time,Cooks Lumber and Hardware,442,"COOK,JIM",COOK,JIM,952861452,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22928,8/7/2023 12:00:00 AM,,22969,Active,8/7/2023 3:22:53 PM,,552,1,Active - Full Time,Northern Metals Inc.,552,"Rosenberg,Clint",Rosenberg,Clint,000047475,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
25615,1/4/2024 12:00:00 AM,1/4/2024 12:00:00 AM,26432,Active,1/4/2024 3:03:31 PM,6/6/2022 12:00:00 AM,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Solis,Susana",Solis,Susana,529378401,1,4/15/1995 12:00:00 AM,N/A,Terminated,9,1,N/A,,,,,,,False
25616,1/4/2024 12:00:00 AM,1/4/2024 12:00:00 AM,26433,Active,1/4/2024 3:08:07 PM,6/6/2022 12:00:00 AM,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Velasquez,Lorena",Velasquez,Lorena,116855997,1,,N/A,Terminated,9,1,N/A,,,,,,,False
25617,1/4/2024 12:00:00 AM,1/4/2024 12:00:00 AM,26434,Active,1/4/2024 3:12:01 PM,10/3/2022 12:00:00 AM,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Zambrano,Arturo",Zambrano,Arturo,352967664,1,,N/A,Terminated,9,1,N/A,,,,,,,False
28417,2/6/2025 12:00:00 AM,,30757,Active,2/6/2025 4:13:00 PM,,221,1,Active - Full Time,Horizon Benefits Group,221,"WAGH,PURVA",WAGH,PURVA,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28464,2/5/2025 12:00:00 AM,2/7/2025 12:00:00 AM,30833,Inactive,2/20/2025 11:20:12 AM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Bulgin,Cyana",Bulgin,Cyana,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28491,2/27/2025 12:00:00 AM,,30887,Active,2/27/2025 10:35:22 AM,,550,1,Active - Full Time,Clearwater Media Productions,550,"REILLY,MEGAN",REILLY,MEGAN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28492,2/27/2025 12:00:00 AM,,30888,Active,2/27/2025 10:36:11 AM,,550,1,Active - Full Time,Clearwater Media Productions,550,"WINER,DANIEL",WINER,DANIEL,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28493,2/27/2025 12:00:00 AM,,30889,Active,2/27/2025 10:37:15 AM,,550,1,Active - Full Time,Clearwater Media Productions,550,"SMITH,DANIEL",SMITH,DANIEL,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28494,2/27/2025 12:00:00 AM,,30890,Active,2/27/2025 10:38:48 AM,,550,1,Active - Full Time,Clearwater Media Productions,550,"WYNKOOP,MORGAN",WYNKOOP,MORGAN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28495,1/1/2025 12:00:00 AM,2/19/2025 12:00:00 AM,30892,Active,2/27/2025 11:44:32 AM,,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Heckman,Chad",Heckman,Chad,268800374,1,11/5/1975 12:00:00 AM,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28527,3/28/2025 12:00:00 AM,,30954,Active,3/28/2025 3:36:48 PM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"GRIFFIN,WILLIAM",GRIFFIN,WILLIAM,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28528,3/28/2025 12:00:00 AM,6/13/2025 12:00:00 AM,30955,Inactive,3/28/2025 3:39:09 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"HOWERTON,BRANDI",HOWERTON,BRANDI,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28529,3/28/2025 12:00:00 AM,,30956,Active,3/28/2025 3:40:57 PM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WILLIAMS,DEVIN",WILLIAMS,DEVIN,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28530,3/28/2025 12:00:00 AM,5/30/2025 12:00:00 AM,30957,Inactive,3/28/2025 3:43:33 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"SHACKELFORD,KATELYN",SHACKELFORD,KATELYN,,2,,Check,Terminated,9,1,N/A,"CAPITAL ONE BANK (USA), N.A.",031176110,Savings,36244978443,295,1,False
28531,4/1/2025 12:00:00 AM,,30958,Active,3/31/2025 9:15:00 AM,,550,1,Active - Full Time,Clearwater Media Productions,550,"WOLUCHEM,MALAIKA",WOLUCHEM,MALAIKA,,1,,Direct Deposit,Employed - Full Time,1,1,N/A,ESL Federal Credit Union {custom},222371863,Checking,13700174,345,2,False
28534,3/31/2025 12:00:00 AM,3/21/2025 12:00:00 AM,30961,Inactive,3/31/2025 12:17:01 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Baldwin,Rachel",Baldwin,Rachel,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28535,3/31/2025 12:00:00 AM,,30962,Active,3/31/2025 2:14:09 PM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"HOUSE,ALYSON",HOUSE,ALYSON,,1,,Check,Employed - Full Time,1,1,N/A,BANK OF AMERICA,051000017,Checking,435059474511,285,1,False
28585,3/13/2025 12:00:00 AM,4/23/2025 12:00:00 AM,31027,Inactive,4/23/2025 1:45:33 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Irvin,Taylor",Irvin,Taylor,223879519,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28586,2/13/2025 12:00:00 AM,4/23/2025 12:00:00 AM,31028,Inactive,4/23/2025 1:46:48 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Sanchez,Daniel",Sanchez,Daniel,592357442,2,,N/A,Terminated,9,1,N/A,,,,,,,False
21306,3/23/2023 12:00:00 AM,,21320,Active,3/23/2023 10:48:06 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"BEARD,BRUCE",BEARD,BRUCE,278425232,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21309,3/23/2023 12:00:00 AM,,21323,Active,3/23/2023 10:48:08 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"BERLIN,WILLIAM",BERLIN,WILLIAM,273748368,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21311,3/23/2023 12:00:00 AM,,21325,Active,3/23/2023 10:48:10 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"BROD,KELLY",BROD,KELLY,278867447,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21313,3/23/2023 12:00:00 AM,,21327,Active,3/23/2023 10:48:11 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"GALLETTA,THERESA",GALLETTA,THERESA,279542648,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21315,3/23/2023 12:00:00 AM,,21329,Active,3/23/2023 10:48:13 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"HUTCH,BARBARA",HUTCH,BARBARA,211426172,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21317,3/23/2023 12:00:00 AM,,21331,Active,3/23/2023 10:48:15 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"PANTALL,GWEN",PANTALL,GWEN,292509893,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21319,3/23/2023 12:00:00 AM,,21333,Active,3/23/2023 10:48:18 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"RAFOTH,JAMES",RAFOTH,JAMES,288480656,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21322,3/23/2023 12:00:00 AM,,21336,Active,3/23/2023 10:48:21 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"SMALLWOOD,MARK",SMALLWOOD,MARK,302608901,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21324,3/23/2023 12:00:00 AM,,21338,Active,3/23/2023 10:48:23 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"SMALLWOOD,ROBERT",SMALLWOOD,ROBERT,296661461,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21326,3/23/2023 12:00:00 AM,,21340,Active,3/23/2023 10:48:25 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"STANLEY,SUSAN",STANLEY,SUSAN,274644074,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21328,3/23/2023 12:00:00 AM,,21342,Active,3/23/2023 10:48:26 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"TOMASKO,ALICE",TOMASKO,ALICE,279688452,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21330,3/23/2023 12:00:00 AM,,21344,Active,3/23/2023 10:48:28 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"WALKER,BRADLEY",WALKER,BRADLEY,487762423,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21333,3/23/2023 12:00:00 AM,,21347,Active,3/23/2023 10:48:30 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"WALKER,JOHN",WALKER,JOHN,487761602,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
21335,3/23/2023 12:00:00 AM,,21349,Active,3/23/2023 10:48:32 AM,,223,1,Active - Full Time,Beard Pension Services Inc.,223,"YOUNG,KATHLEEN",YOUNG,KATHLEEN,279542562,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
27166,5/7/2024 12:00:00 AM,,29032,Active,5/7/2024 12:58:32 PM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"Mullet,Cody",Mullet,Cody,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
27214,7/3/2023 12:00:00 AM,4/17/2024 12:00:00 AM,29102,Active,5/14/2024 11:45:14 AM,4/3/2023 12:00:00 AM,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Hetrick,James",Hetrick,James,284687793,1,,N/A,Terminated,9,1,N/A,,,,,,,False
27215,8/23/2023 12:00:00 AM,5/3/2024 12:00:00 AM,29103,Active,5/14/2024 11:58:32 AM,5/23/2023 12:00:00 AM,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Corrigan,Jason",Corrigan,Jason,468029187,1,,N/A,Terminated,9,1,N/A,,,,,,,False
28616,10/4/2023 12:00:00 AM,4/30/2025 12:00:00 AM,31064,Inactive,5/7/2025 12:56:32 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Walker,Aaron",Walker,Aaron,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28679,4/23/2025 12:00:00 AM,5/21/2025 12:00:00 AM,31157,Inactive,6/2/2025 2:50:06 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Limtsen,Dave",Limtsen,Dave,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28680,4/7/2025 12:00:00 AM,5/27/2025 12:00:00 AM,31158,Inactive,6/2/2025 2:58:23 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Billingsley,Jordan",Billingsley,Jordan,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28681,4/23/2025 12:00:00 AM,6/2/2025 12:00:00 AM,31159,Active,6/2/2025 3:03:21 PM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"Thomas,Crystal",Thomas,Crystal,,1,,N/A,Terminated,9,1,N/A,,,,,,,False
28697,2/13/2025 12:00:00 AM,6/3/2025 12:00:00 AM,31179,Inactive,6/10/2025 12:30:21 PM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"Richardson,Evangeline",Richardson,Evangeline,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
28782,8/3/2025 12:00:00 AM,,31338,Active,8/7/2025 12:15:08 PM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"Brown,Tyler",Brown,Tyler,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
28783,8/3/2025 12:00:00 AM,,31339,Active,8/7/2025 12:16:30 PM,,1264,1,Active - Full Time,Lakeside Creamery Co.,1264,"Rohr,Renee",Rohr,Renee,,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
19316,3/23/2023 12:00:00 AM,,19330,Active,3/23/2023 9:53:09 AM,,440,1,Active - Full Time,Maplewood Community Church,440,"VANDEGRIFF,RAGAN",VANDEGRIFF,RAGAN,255252462,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
19318,3/23/2023 12:00:00 AM,,19332,Inactive,3/23/2023 9:53:12 AM,,440,2,Active - Part Time,Maplewood Community Church,440,"WILLIAMS III,JOHN",WILLIAMS III,JOHN,593905451,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
19320,3/23/2023 12:00:00 AM,,19334,Inactive,3/23/2023 9:53:13 AM,,440,2,Active - Part Time,Maplewood Community Church,440,"WRIGHT III,GEORGE",WRIGHT III,GEORGE,259474723,2,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
19323,3/23/2023 12:00:00 AM,11/12/2024 12:00:00 AM,19337,Inactive,3/23/2023 9:53:16 AM,,440,2,Active - Part Time,Maplewood Community Church,440,"ZAHN,TURNER",ZAHN,TURNER,258858724,2,,N/A,Terminated,9,1,N/A,,,,,,,False
24314,1/1/2022 12:00:00 AM,3/8/2024 12:00:00 AM,24797,Inactive,12/13/2023 12:17:20 PM,,221,2,Active - Part Time,Horizon Benefits Group,221,"FEENEY,JOSEPH",FEENEY,JOSEPH,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
24315,1/1/2022 12:00:00 AM,2/16/2024 12:00:00 AM,24798,Inactive,12/13/2023 12:17:24 PM,,221,2,Active - Part Time,Horizon Benefits Group,221,"HUSSEY,MARK",HUSSEY,MARK,,2,,N/A,Terminated,9,1,N/A,,,,,,,False
24316,1/1/2022 12:00:00 AM,,24799,Active,12/13/2023 12:17:46 PM,,221,1,Active - Full Time,Horizon Benefits Group,221,"SNYDER,SANDRA",SNYDER,SANDRA,,1,,N/A,Non-Participant,10,1,N/A,,,,,,,False
24324,1/1/2023 12:00:00 AM,,24807,Active,12/13/2023 11:46:08 PM,,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Bales,Thomas",Bales,Thomas,601121402,1,5/25/1984 12:00:00 AM,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
24325,1/1/2023 12:00:00 AM,,24808,Active,12/13/2023 11:46:09 PM,,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Bodager,Brad",Bodager,Brad,275709745,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
24326,9/24/2012 12:00:00 AM,,24809,Active,12/13/2023 11:46:09 PM,9/24/2012 12:00:00 AM,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Boreman,Karen",Boreman,Karen,290786872,1,7/2/1965 12:00:00 AM,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
24327,9/9/2016 12:00:00 AM,12/31/2023 12:00:00 AM,24810,Active,12/13/2023 11:46:10 PM,9/9/2016 12:00:00 AM,1270,1,Active - Full Time,McElroy Packaging Inc,1270,"Bricker,John",Bricker,John,277769488,1,12/18/1979 12:00:00 AM,N/A,Terminated,9,1,N/A,,,,,,,False
